loan_id,origination_month,original_balance,interest_rate,loan_term_months,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,vintage_year
LN0003332,2022-03,183000,3.625,360,740-779,71-80,37-43,NE,Refinance,Primary,Multi-Family,ServicerA,2022
LN0003333,2021-11,91000,2.625,180,620-659,96-100,37-43,RI,Refinance,Primary,Single Family,ServicerA,2021
LN0003334,2021-02,220000,2.875,180,620-659,71-80,,MT,Refinance,Primary,PUD,ServicerA,2021
LN0003335,2022-02,95000,2.875,360,780+,71-80,29-36,AK,Purchase,Primary,Multi-Family,ServicerE,2022
LN0003336,2019-10,144000,2.75,360,740-779,<=60,29-36,MT,Purchase,Primary,PUD,ServicerE,2019
LN0003337,2022-03,241000,5.99,360,780+,<=60,44-50,RI,Cash-Out Refinance,Primary,Condo,ServicerB,2022
LN0003338,2021-07,187000,5.81,360,740-779,<=60,37-43,WY,Refinance,Primary,PUD,ServicerB,2021
LN0003339,2020-08,164000,8.75,360,700-739,81-90,37-43,MT,Cash-Out Refinance,Primary,Single Family,ServicerD,2020
LN0003340,2018-03,117000,4.25,240,740-779,61-70,44-50,AK,Purchase,Primary,PUD,ServicerA,2018
LN0003341,2021-10,93000,3.375,180,780+,61-70,44-50,VT,Purchase,Secondary,Single Family,ServicerA,2021
LN0003342,2019-08,281000,3.875,360,700-739,61-70,44-50,,Other,Primary,Multi-Family,ServicerB,2019
LN0003343,2018-05,87000,6.24,360,740-779,<=60,44-50,MT,Refinance,Primary,PUD,ServicerE,2018
LN0003344,2020-12,345000,9.5,360,620-659,71-80,37-43,ID,Cash-Out Refinance,Primary,PUD,ServicerE,2020
LN0003345,2019-12,84000,4.25,360,700-739,81-90,37-43,NH,Refinance,Primary,Condo,ServicerC,2019
LN0003346,2018-02,146000,3.5,360,740-779,<=60,37-43,KS,Purchase,Primary,Multi-Family,ServicerB,2018
LN0003347,2018-12,70000,2.875,360,660-699,81-90,29-36,WV,Refinance,Primary,Co-op,ServicerD,2018
LN0003348,2021-11,132000,5.875,360,660-699,71-80,44-50,NE,Refinance,Primary,PUD,ServicerE,2021
LN0003349,2020-02,153000,7.25,180,660-699,96-100,37-43,WV,Purchase,Investment,Single Family,ServicerB,2020
LN0003350,2022-12,219000,2.875,360,660-699,96-100,44-50,SD,Purchase,Primary,PUD,ServicerD,2022
LN0003351,2021-12,115000,4.0,360,660-699,81-90,37-43,ID,Purchase,Primary,Multi-Family,ServicerC,2021
LN0003352,2022-10,145000,4.75,360,700-739,71-80,44-50,NM,Cash-Out Refinance,Primary,Single Family,ServicerB,2022
LN0003353,2019-07,126000,6.375,360,780+,96-100,44-50,NE,Refinance,Investment,Condo,ServicerA,2019
LN0003354,2022-07,108000,4.25,360,700-739,71-80,29-36,NM,Cash-Out Refinance,Primary,PUD,ServicerB,2022
LN0003355,2018-03,278000,7.375,360,,71-80,44-50,ID,Cash-Out Refinance,Primary,Condo,ServicerC,2018
LN0003356,2020-10,246000,3.75,360,<620,96-100,29-36,AK,Cash-Out Refinance,Primary,Single Family,ServicerD,2020
LN0003357,2019-03,61000,2.875,360,740-779,,>50,WV,Refinance,Primary,Multi-Family,ServicerC,2019
LN0003358,2019-03,335000,2.75,360,700-739,,<=28,NM,Refinance,Primary,Multi-Family,ServicerA,2019
LN0003359,2018-07,77000,2.625,180,780+,<=60,>50,ID,Refinance,Primary,Multi-Family,ServicerB,2018
LN0003360,2020-05,68000,2.25,360,740-779,61-70,,AK,Refinance,Primary,Multi-Family,ServicerC,2020
LN0003361,2021-05,94000,2.875,360,740-779,71-80,37-43,DE,Purchase,Primary,PUD,ServicerA,2021
LN0003362,2019-02,344000,4.125,360,660-699,,44-50,NH,Refinance,Primary,Single Family,ServicerA,2019
LN0003363,2019-04,195000,5.0,360,740-779,61-70,44-50,KS,Purchase,Investment,Single Family,ServicerA,2019
LN0003364,2018-10,141000,3.375,360,660-699,96-100,37-43,NE,Purchase,Primary,Multi-Family,ServicerE,2018
LN0003365,2020-01,142000,2.625,360,780+,71-80,44-50,NH,Refinance,Primary,Co-op,ServicerA,2020
LN0003366,2021-08,64000,2.375,120,740-779,<=60,,ND,Purchase,Primary,Condo,ServicerE,2021
LN0003367,2021-09,51000,3.375,360,660-699,<=60,37-43,MT,Purchase,Primary,Condo,ServicerE,2021
LN0003368,2018-10,82000,2.875,360,660-699,,37-43,DE,Purchase,Primary,Multi-Family,ServicerD,2018
LN0003369,2021-04,215000,3.25,180,620-659,,37-43,MT,Refinance,Primary,Single Family,ServicerB,2021
LN0003370,2019-10,102000,3.625,180,740-779,61-70,37-43,VT,Refinance,Secondary,PUD,ServicerE,2019
LN0003371,2021-08,159000,2.25,360,660-699,,44-50,MT,Purchase,Primary,Condo,ServicerB,2021
LN0003372,2021-08,119000,7.5,360,700-739,81-90,37-43,SD,Refinance,Primary,PUD,ServicerD,2021
LN0003373,2018-10,142000,3.0,360,,<=60,37-43,AK,Refinance,Primary,PUD,ServicerD,2018
LN0003374,2022-01,154000,5.25,240,740-779,>100,>50,WY,Purchase,Primary,PUD,ServicerB,2022
LN0003375,2019-09,278000,5.625,360,740-779,<=60,<=28,SD,Refinance,Primary,Single Family,ServicerD,2019
LN0003376,2020-10,122000,4.5,360,740-779,96-100,37-43,NE,Purchase,Primary,Condo,ServicerC,2020
LN0003377,2022-04,140000,6.75,360,740-779,<=60,>50,NM,Purchase,Primary,Multi-Family,ServicerA,2022
LN0003378,2018-03,43000,3.5,360,620-659,81-90,44-50,AK,Refinance,Primary,Co-op,ServicerB,2018
LN0003379,2019-01,186000,5.125,360,620-659,<=60,44-50,ND,Purchase,Primary,Condo,ServicerE,2019
LN0003380,2020-01,330000,2.75,180,740-779,91-95,44-50,RI,Cash-Out Refinance,Primary,Condo,ServicerC,2020
LN0003381,2019-01,332000,2.375,360,660-699,61-70,37-43,,Purchase,Primary,Multi-Family,ServicerB,2019
LN0003382,2022-10,127000,2.625,360,700-739,<=60,44-50,NE,Purchase,Investment,Multi-Family,ServicerC,2022
LN0003383,2020-06,208000,4.49,360,<620,61-70,44-50,NE,Purchase,Primary,Condo,ServicerA,2020
LN0003384,2018-01,74000,7.125,360,660-699,71-80,37-43,SD,Refinance,Primary,Single Family,ServicerE,2018
LN0003385,2018-07,318000,4.0,360,<620,<=60,37-43,NM,Purchase,Primary,Multi-Family,ServicerC,2018
LN0003386,2019-03,414000,4.625,360,780+,71-80,37-43,NH,Purchase,Primary,Single Family,ServicerC,2019
LN0003387,2020-10,168000,2.99,360,660-699,61-70,>50,ID,Refinance,Primary,Co-op,ServicerD,2020
LN0003388,2022-10,240000,4.5,180,700-739,96-100,44-50,SD,Purchase,Primary,Co-op,ServicerB,2022
LN0003389,2022-03,125000,10.5,180,<620,71-80,>50,DE,Purchase,Primary,Condo,ServicerD,2022
LN0003390,2021-12,239000,3.0,180,740-779,<=60,37-43,ND,Other,Primary,Condo,ServicerC,2021
LN0003391,2022-06,278000,8.75,360,660-699,<=60,>50,RI,Refinance,Primary,Condo,ServicerD,2022
LN0003392,2018-02,274000,3.875,360,780+,61-70,29-36,,Purchase,Primary,Co-op,ServicerA,2018
LN0003393,2020-06,183000,3.375,360,780+,71-80,<=28,ND,Purchase,Primary,Multi-Family,ServicerC,2020
LN0003394,2020-07,162000,6.6,360,660-699,71-80,37-43,ND,Refinance,Primary,Condo,ServicerA,2020
LN0003395,2018-07,179000,2.875,360,780+,61-70,44-50,WY,Purchase,Primary,Multi-Family,ServicerB,2018
LN0003396,2022-02,130000,6.09,360,780+,96-100,29-36,ID,Refinance,Primary,Co-op,ServicerA,2022
LN0003397,2020-08,160000,6.625,360,780+,71-80,44-50,VT,Purchase,Primary,Co-op,ServicerE,2020
LN0003398,2019-02,197000,2.875,240,780+,<=60,37-43,ID,Refinance,Primary,PUD,ServicerD,2019
LN0003399,2020-06,151000,4.99,360,660-699,<=60,,WV,Refinance,Primary,Multi-Family,ServicerC,2020
LN0003400,2022-07,165000,2.44,180,,71-80,37-43,DE,Refinance,Primary,PUD,ServicerD,2022
LN0003401,2022-04,213000,3.0,360,<620,>100,37-43,NE,Refinance,Primary,Co-op,ServicerD,2022
LN0003402,2019-10,79000,2.24,360,620-659,96-100,44-50,MS,Purchase,Investment,PUD,ServicerD,2019
LN0003403,2018-02,104000,6.875,120,780+,91-95,44-50,HI,Refinance,Primary,Multi-Family,ServicerB,2018
LN0003404,2022-12,98000,2.625,240,660-699,96-100,37-43,NH,Cash-Out Refinance,Primary,Multi-Family,ServicerD,2022
LN0003405,2022-02,46000,4.078,360,740-779,81-90,37-43,ID,Refinance,Primary,Single Family,ServicerE,2022
LN0003406,2021-12,689000,3.24,360,740-779,81-90,37-43,ID,Refinance,Primary,PUD,ServicerD,2021
LN0003407,2022-12,212000,3.75,360,780+,>100,29-36,SD,Purchase,Secondary,Condo,ServicerE,2022
LN0003408,2020-07,292000,7.69,360,780+,71-80,<=28,MT,Purchase,Primary,PUD,ServicerA,2020
LN0003409,2022-06,148000,3.375,360,660-699,81-90,37-43,KS,Refinance,Primary,Single Family,ServicerC,2022
LN0003410,2020-09,205000,6.375,360,<620,61-70,37-43,ID,Cash-Out Refinance,Primary,PUD,ServicerB,2020
LN0003411,2022-10,130000,5.75,360,700-739,<=60,44-50,NH,Cash-Out Refinance,Primary,Condo,ServicerE,2022
LN0003412,2020-03,237000,3.25,180,620-659,<=60,29-36,NM,Purchase,Primary,PUD,ServicerE,2020
LN0003413,2022-10,300000,13.8,360,<620,91-95,44-50,NV,Purchase,Primary,Multi-Family,ServicerB,2022
LN0003414,2021-09,165000,3.125,120,660-699,61-70,37-43,NE,Refinance,Primary,Multi-Family,ServicerA,2021
LN0003415,2021-08,172000,2.75,360,740-779,61-70,37-43,ID,Purchase,Primary,Multi-Family,ServicerE,2021
LN0003416,2019-10,224000,5.125,360,700-739,91-95,44-50,NM,Purchase,Primary,Multi-Family,ServicerD,2019
LN0003417,2019-12,91000,5.75,240,660-699,81-90,37-43,DE,Purchase,Primary,Co-op,ServicerE,2019
LN0003418,2020-04,283000,2.99,360,740-779,<=60,>50,NE,Cash-Out Refinance,Primary,Co-op,ServicerD,2020
LN0003419,2018-02,163000,2.75,360,660-699,<=60,37-43,HI,Cash-Out Refinance,Primary,PUD,ServicerC,2018
LN0003420,2018-08,153000,3.0,360,<620,81-90,44-50,MT,Purchase,Primary,Single Family,ServicerA,2018
LN0003421,2018-12,72000,8.75,360,740-779,71-80,44-50,SD,Refinance,Primary,Condo,ServicerB,2018
LN0003422,2019-10,146000,2.99,360,740-779,61-70,>50,KS,Purchase,Primary,PUD,ServicerD,2019
LN0003423,2021-07,112000,3.5,240,740-779,91-95,37-43,KS,Purchase,Primary,PUD,ServicerD,2021
LN0003424,2018-06,163000,2.875,360,<620,81-90,44-50,ID,Cash-Out Refinance,Primary,Co-op,ServicerE,2018
LN0003425,2020-09,346000,3.75,360,780+,91-95,37-43,NM,Purchase,Investment,Single Family,ServicerE,2020
LN0003426,2019-01,157000,8.25,360,740-779,<=60,29-36,NE,Purchase,Primary,Multi-Family,ServicerC,2019
LN0003427,2019-12,381000,5.125,360,700-739,96-100,>50,RI,Refinance,Secondary,Condo,ServicerD,2019
LN0003428,2020-05,108000,5.5,360,740-779,81-90,29-36,ID,Purchase,Primary,Condo,ServicerE,2020
LN0003429,2018-05,141000,3.5,360,780+,61-70,37-43,WV,Purchase,Primary,Single Family,ServicerB,2018
LN0003430,2020-09,285000,2.75,360,700-739,<=60,37-43,AK,Purchase,Primary,Condo,ServicerA,2020
LN0003431,2022-06,287000,9.525,240,700-739,<=60,44-50,VT,Cash-Out Refinance,Primary,Multi-Family,ServicerA,2022
LN0003432,2018-02,238000,3.99,180,780+,71-80,>50,AK,Purchase,Primary,Multi-Family,ServicerE,2018
LN0003433,2020-06,363000,2.973,360,740-779,71-80,29-36,MT,Refinance,Primary,Co-op,ServicerB,2020
LN0003434,2021-12,129000,9.15,360,700-739,81-90,44-50,ID,Purchase,Primary,Condo,ServicerA,2021
LN0003435,2022-10,299000,4.0,180,740-779,61-70,>50,MT,Purchase,Primary,PUD,ServicerE,2022
LN0003436,2018-03,103000,3.5,360,700-739,96-100,37-43,ID,Purchase,Primary,Co-op,ServicerA,2018
LN0003437,2019-06,149000,7.999,360,660-699,91-95,44-50,WV,Purchase,Primary,PUD,ServicerD,2019
LN0003438,2020-11,80000,3.625,360,700-739,71-80,29-36,ID,Refinance,Primary,PUD,ServicerE,2020
LN0003439,2021-08,86000,1.99,240,780+,>100,37-43,NM,Cash-Out Refinance,Primary,Single Family,ServicerA,2021
LN0003440,2018-11,83000,2.99,360,780+,<=60,44-50,WY,Purchase,Primary,Condo,ServicerC,2018
LN0003441,2019-08,308000,3.25,180,660-699,61-70,44-50,MT,Refinance,Primary,Co-op,ServicerE,2019
LN0003442,2019-11,267000,5.75,180,700-739,96-100,<=28,NE,Purchase,Primary,Co-op,ServicerD,2019
LN0003443,2021-09,99000,3.125,360,660-699,<=60,37-43,NE,Cash-Out Refinance,Primary,Multi-Family,ServicerB,2021
LN0003444,2020-08,130000,6.58,360,780+,91-95,37-43,ID,Cash-Out Refinance,Primary,Single Family,ServicerD,2020
LN0003445,2021-12,127000,5.875,180,780+,<=60,44-50,ID,Purchase,Primary,Co-op,ServicerA,2021
LN0003446,2018-09,132000,2.875,360,740-779,<=60,29-36,RI,Purchase,Primary,PUD,ServicerC,2018
LN0003447,2020-10,54000,3.069,360,740-779,71-80,44-50,SD,Purchase,Primary,PUD,ServicerD,2020
LN0003448,2020-09,207000,2.875,360,740-779,<=60,<=28,NV,Cash-Out Refinance,Primary,PUD,ServicerE,2020
LN0003449,2022-01,173000,5.625,360,700-739,71-80,44-50,DE,Other,Primary,Co-op,ServicerE,2022
LN0003450,2019-10,123000,3.49,360,<620,71-80,37-43,WV,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2019
LN0003451,2020-06,217000,2.75,360,700-739,71-80,<=28,NH,Refinance,Primary,Multi-Family,ServicerB,2020
LN0003452,2018-03,180000,3.25,240,740-779,96-100,44-50,SD,Refinance,Primary,PUD,ServicerC,2018
LN0003453,2020-01,116000,4.75,180,740-779,,<=28,ID,Refinance,Primary,Co-op,ServicerB,2020
LN0003454,2020-07,125000,7.625,360,660-699,<=60,37-43,ND,Purchase,Primary,PUD,ServicerE,2020
LN0003455,2022-03,249000,3.125,120,780+,<=60,44-50,ID,Cash-Out Refinance,Primary,Condo,ServicerE,2022
LN0003456,2022-10,82000,4.375,120,620-659,71-80,>50,NH,Cash-Out Refinance,Primary,Co-op,ServicerE,2022
LN0003457,2021-03,264000,3.625,360,,<=60,29-36,ID,Refinance,Primary,PUD,ServicerA,2021
LN0003458,2022-02,216000,3.875,360,740-779,71-80,37-43,NE,Cash-Out Refinance,Primary,Co-op,ServicerE,2022
LN0003459,2020-12,163000,5.5,360,740-779,<=60,<=28,SD,Other,Primary,Co-op,ServicerE,2020
LN0003460,2020-12,264000,7.125,180,740-779,71-80,37-43,MT,Other,Secondary,Co-op,ServicerA,2020
LN0003461,2018-05,237000,3.125,180,660-699,61-70,37-43,KS,Purchase,Primary,Single Family,ServicerD,2018
LN0003462,2021-02,119000,5.25,180,620-659,91-95,37-43,NM,Purchase,Primary,Condo,ServicerC,2021
LN0003463,2021-04,153000,6.25,240,740-779,<=60,44-50,ID,Purchase,Primary,Single Family,ServicerB,2021
LN0003464,2020-08,142000,2.25,360,700-739,<=60,44-50,NE,Refinance,Primary,Condo,ServicerE,2020
LN0003465,2020-04,124000,5.5,360,620-659,71-80,37-43,MT,Purchase,Primary,PUD,ServicerC,2020
LN0003466,2022-05,184000,4.625,120,740-779,71-80,44-50,NV,Refinance,Primary,Multi-Family,ServicerB,2022
LN0003467,2019-02,191000,3.5,360,700-739,<=60,37-43,KS,Cash-Out Refinance,Primary,Multi-Family,ServicerA,2019
LN0003468,2020-01,255000,8.5,360,740-779,96-100,<=28,AK,Purchase,Primary,Multi-Family,ServicerA,2020
LN0003469,2019-02,285000,4.0,120,780+,<=60,37-43,ID,Refinance,Primary,PUD,ServicerB,2019
LN0003470,2021-09,148000,2.25,360,620-659,71-80,37-43,ID,Purchase,Primary,Multi-Family,ServicerE,2021
LN0003471,2018-08,83000,5.43,360,<620,71-80,37-43,NH,Refinance,Primary,Multi-Family,ServicerE,2018
LN0003472,2022-03,159000,3.25,360,740-779,96-100,37-43,ND,Purchase,Primary,Condo,ServicerE,2022
LN0003473,2019-06,275000,2.9,360,740-779,<=60,>50,MT,Purchase,Secondary,Condo,ServicerC,2019
LN0003474,2021-12,242000,4.375,360,740-779,61-70,44-50,ID,Purchase,Primary,Multi-Family,ServicerC,2021
LN0003475,2022-05,204000,6.5,360,780+,61-70,,KS,Purchase,Primary,PUD,ServicerC,2022
LN0003476,2020-03,138000,6.75,360,,96-100,37-43,ND,Purchase,Primary,Multi-Family,ServicerB,2020
LN0003477,2018-09,241000,3.0,360,780+,61-70,44-50,NE,Refinance,Primary,PUD,ServicerC,2018
LN0003478,2019-04,202000,3.0,180,700-739,71-80,29-36,NH,Refinance,Primary,Multi-Family,ServicerC,2019
LN0003479,2018-08,75000,4.75,360,700-739,71-80,44-50,NE,Cash-Out Refinance,Primary,PUD,ServicerE,2018
LN0003480,2021-12,146000,3.125,360,700-739,71-80,29-36,NH,Purchase,Primary,Condo,ServicerC,2021
LN0003481,2022-02,196000,6.08,360,620-659,71-80,>50,HI,Other,Primary,Condo,ServicerB,2022
LN0003482,2018-05,147000,3.5,360,,<=60,44-50,KS,Refinance,Primary,Condo,ServicerD,2018
LN0003483,2018-11,86000,3.0,360,660-699,<=60,,AK,Refinance,Primary,PUD,ServicerD,2018
LN0003484,2022-02,280000,2.99,360,780+,96-100,>50,DE,Refinance,Primary,PUD,ServicerD,2022
LN0003485,2020-08,173000,2.49,360,700-739,<=60,44-50,RI,Refinance,Primary,Condo,ServicerE,2020
LN0003486,2018-02,98000,2.375,180,700-739,71-80,44-50,NM,Purchase,Primary,Multi-Family,ServicerD,2018
LN0003487,2022-11,46000,5.5,360,660-699,91-95,29-36,RI,Cash-Out Refinance,Primary,Co-op,ServicerC,2022
LN0003488,2020-01,268000,3.25,360,<620,<=60,<=28,WV,Purchase,Secondary,Multi-Family,ServicerD,2020
LN0003489,2022-05,470000,12.5,360,<620,<=60,37-43,NH,Purchase,Primary,Single Family,ServicerB,2022
LN0003490,2019-06,401000,3.625,360,700-739,<=60,37-43,MT,Purchase,Primary,Multi-Family,ServicerE,2019
LN0003491,2019-04,203000,3.75,180,620-659,96-100,,WV,Purchase,Secondary,PUD,ServicerA,2019
LN0003492,2020-05,165000,2.75,180,740-779,96-100,37-43,ID,Purchase,Primary,Co-op,ServicerA,2020
LN0003493,2022-06,93000,3.875,360,780+,61-70,>50,NE,Purchase,Primary,Co-op,ServicerB,2022
LN0003494,2021-11,163000,6.5,360,780+,<=60,>50,MT,Cash-Out Refinance,Primary,Single Family,ServicerA,2021
LN0003495,2018-05,88000,2.625,360,740-779,96-100,29-36,SD,Purchase,Primary,Single Family,ServicerC,2018
LN0003496,2019-03,160000,6.24,360,660-699,<=60,44-50,NE,Cash-Out Refinance,Primary,Co-op,ServicerA,2019
LN0003497,2020-02,79000,1.99,360,780+,<=60,44-50,,Cash-Out Refinance,Primary,Multi-Family,ServicerB,2020
LN0003498,2018-10,109000,2.5,180,780+,81-90,44-50,ID,Purchase,Investment,Multi-Family,ServicerA,2018
LN0003499,2022-09,335000,3.99,360,620-659,61-70,29-36,NM,Purchase,Primary,Multi-Family,ServicerE,2022
LN0003500,2018-04,189000,3.875,180,740-779,91-95,,WV,Cash-Out Refinance,Primary,Co-op,ServicerB,2018
LN0003501,2022-06,234000,2.125,180,660-699,96-100,37-43,WV,Other,Primary,Single Family,ServicerA,2022
LN0003502,2022-06,167000,2.25,360,740-779,<=60,37-43,WY,Purchase,Primary,Co-op,ServicerD,2022
LN0003503,2020-03,67000,3.375,360,780+,71-80,<=28,NE,Purchase,Primary,Co-op,ServicerD,2020
LN0003504,2020-10,192000,2.625,360,<620,81-90,44-50,ID,Purchase,Secondary,PUD,ServicerA,2020
LN0003505,2019-03,200000,3.875,360,780+,91-95,37-43,NM,Purchase,Primary,PUD,ServicerA,2019
LN0003506,2018-05,152000,3.375,120,740-779,91-95,29-36,RI,Refinance,Primary,Multi-Family,ServicerA,2018
LN0003507,2022-06,178000,4.25,360,780+,71-80,<=28,NV,Purchase,Primary,Single Family,ServicerC,2022
LN0003508,2022-08,567000,3.25,360,700-739,61-70,44-50,NE,Refinance,Primary,Single Family,ServicerD,2022
LN0003509,2018-03,199000,5.625,240,780+,91-95,>50,SD,Purchase,Primary,Multi-Family,ServicerE,2018
LN0003510,2018-08,171000,6.0,360,<620,71-80,>50,MT,Refinance,Primary,Condo,ServicerB,2018
LN0003511,2018-02,151000,2.375,360,660-699,81-90,37-43,RI,Purchase,Primary,Condo,ServicerE,2018
LN0003512,2021-01,228000,6.125,360,<620,<=60,29-36,NM,Purchase,Primary,Condo,ServicerC,2021
LN0003513,2018-07,126000,2.5,360,780+,71-80,37-43,VT,Refinance,Primary,PUD,ServicerD,2018
LN0003514,2021-03,244000,3.99,360,740-779,71-80,37-43,NV,Other,Primary,Single Family,ServicerE,2021
LN0003515,2022-10,192000,6.5,240,780+,>100,37-43,,Refinance,Primary,Co-op,ServicerA,2022
LN0003516,2021-10,339000,6.25,360,780+,81-90,37-43,MT,Purchase,Primary,Condo,ServicerD,2021
LN0003517,2020-05,132000,2.875,360,620-659,96-100,>50,ID,Purchase,Primary,PUD,ServicerC,2020
LN0003518,2020-04,198000,7.25,360,700-739,71-80,37-43,MT,Purchase,Primary,Condo,ServicerE,2020
LN0003519,2022-02,162000,3.125,360,<620,71-80,37-43,WV,Purchase,Primary,Multi-Family,ServicerA,2022
LN0003520,2021-10,183000,2.99,360,660-699,<=60,29-36,ID,Purchase,Primary,Condo,ServicerA,2021
LN0003521,2019-02,186000,3.75,360,660-699,>100,37-43,,Purchase,Primary,Co-op,ServicerE,2019
LN0003522,2021-02,45000,3.125,360,700-739,<=60,37-43,SD,Refinance,Primary,Multi-Family,ServicerE,2021
LN0003523,2021-05,151000,5.75,360,660-699,71-80,44-50,NM,Purchase,Primary,PUD,ServicerD,2021
LN0003524,2021-08,293000,3.375,120,620-659,81-90,37-43,HI,Refinance,Primary,Condo,ServicerB,2021
LN0003525,2019-04,261000,5.0,360,620-659,81-90,>50,ID,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2019
LN0003526,2019-10,92000,5.375,360,620-659,<=60,37-43,WV,Refinance,Primary,Single Family,ServicerD,2019
LN0003527,2020-06,172000,2.75,360,780+,96-100,37-43,NH,Purchase,Primary,Single Family,ServicerD,2020
LN0003528,2021-03,80000,3.5,360,740-779,81-90,>50,NE,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2021
LN0003529,2020-06,213000,3.375,360,780+,<=60,37-43,SD,Purchase,Primary,Single Family,ServicerE,2020
LN0003530,2021-08,82000,4.0,180,700-739,96-100,37-43,KS,Purchase,Primary,PUD,ServicerB,2021
LN0003531,2018-02,133000,5.75,180,660-699,,44-50,WV,Purchase,Primary,PUD,ServicerB,2018
LN0003532,2021-02,121000,5.875,360,740-779,71-80,44-50,ND,Purchase,Primary,Condo,ServicerE,2021
LN0003533,2020-08,250000,3.99,360,660-699,<=60,44-50,NM,Refinance,Investment,Multi-Family,ServicerD,2020
LN0003534,2021-03,123000,3.625,360,660-699,91-95,44-50,WV,Purchase,Primary,Co-op,ServicerB,2021
LN0003535,2020-06,326000,3.375,360,660-699,96-100,44-50,NM,Refinance,Primary,PUD,ServicerA,2020
LN0003536,2022-10,235000,3.75,240,620-659,71-80,37-43,ID,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2022
LN0003537,2019-09,117000,2.625,180,660-699,71-80,,DE,Purchase,Primary,PUD,ServicerB,2019
LN0003538,2018-07,145000,3.25,360,660-699,96-100,37-43,NE,Refinance,Primary,Co-op,ServicerE,2018
LN0003539,2018-06,223000,3.85,120,740-779,,37-43,NE,Refinance,Primary,Co-op,ServicerB,2018
LN0003540,2022-11,97000,3.25,360,<620,61-70,37-43,KS,Purchase,Primary,PUD,ServicerE,2022
LN0003541,2018-05,123000,7.625,360,660-699,71-80,44-50,NE,Refinance,Primary,Multi-Family,ServicerB,2018
LN0003542,2022-08,120000,5.99,360,740-779,61-70,37-43,ID,Purchase,Primary,PUD,ServicerA,2022
LN0003543,2021-10,396000,2.75,360,620-659,<=60,44-50,NE,Purchase,Primary,PUD,ServicerC,2021
LN0003544,2021-04,285000,7.75,360,660-699,81-90,37-43,ID,Refinance,Primary,PUD,ServicerD,2021
LN0003545,2022-04,324000,3.0,240,780+,<=60,44-50,WY,Purchase,Primary,Single Family,ServicerD,2022
LN0003546,2022-03,56000,7.125,360,620-659,<=60,<=28,MS,Purchase,Primary,Condo,ServicerD,2022
LN0003547,2021-07,115000,3.5,180,620-659,81-90,37-43,ID,Refinance,Primary,Co-op,ServicerA,2021
LN0003548,2018-06,156000,3.125,180,700-739,96-100,37-43,AK,Purchase,Primary,Multi-Family,ServicerE,2018
LN0003549,2019-12,151000,3.625,360,660-699,>100,<=28,WV,Refinance,Primary,PUD,ServicerC,2019
LN0003550,2022-07,336000,2.75,360,700-739,81-90,44-50,NE,Refinance,Primary,Single Family,ServicerA,2022
LN0003551,2021-10,147000,7.38,360,740-779,71-80,37-43,NV,Purchase,Primary,Single Family,ServicerA,2021
LN0003552,2020-09,128000,8.5,240,620-659,81-90,44-50,KS,Purchase,Primary,PUD,ServicerE,2020
LN0003553,2019-03,106000,3.25,240,700-739,61-70,<=28,NH,Refinance,Primary,Condo,ServicerA,2019
LN0003554,2018-12,264000,3.0,360,700-739,71-80,>50,VT,Purchase,Primary,Single Family,ServicerB,2018
